year,Northwest,N. Rockies & Plains,Upper Midwest,West,Southwest,Ohio Valley,South,Southeast,Northeast
1895,0.0,0.029559069952727855,0.0,1.8093246728393,2.6483160116899205,0.21297106906106905,2.9781571663751305,4.876785938118075,0.7390643389392402
1896,0.0,0.0,0.014751490241932489,2.469061734886388,2.65665968062792,2.1776395265264887,25.52092356124234,14.135080970932881,0.6915053797228708
1897,0.0,0.15348836681109623,0.39960547463606844,1.9735234798456123,2.165080742287487,3.570785946808217,17.77576060402128,12.792679944540865,0.028982650168355443
1898,0.027210483020792525,0.007774979134293857,0.0,2.9061159371608336,2.8847787659278503,0.03363243298218871,4.040276402213982,5.752198247517771,0.77651725900415
1899,0.0,0.04451871442221045,0.0626702384431673,2.2965736127536864,2.751034703477445,1.52977522634465,15.485071636441491,10.765568175820624,0.19069168767469102
1900,0.0,0.2893994835472515,0.06886586415134233,2.7100456792194407,2.9403163232222966,0.6496735917864194,3.8645424445803673,15.517447516559924,1.978433689333384
1901,0.0,2.3654018018898,5.511171088253705,2.527398514395817,3.3761337623616305,14.813593737034862,23.068136937506004,5.88175714607981,0.9060449347159287
1902,0.0,0.0,0.0,2.0167025763619213,2.748101607247304,0.8432166578435061,16.89779128846784,19.805234087935695,0.16547853805178256
1903,0.0,0.007774979134293857,0.0,2.4493060180260113,3.202751353629383,0.0,2.3540613656080236,6.477175785636181,0.33521536368464644
1904,0.0,0.0,0.0,1.5509327025182154,1.6125886512668899,0.0,1.076047114950899,2.5802073709615883,0.09568106979369581
1905,0.06777392089751522,0.0,0.0,2.807439452750251,3.590121854784808,0.03363243298218871,5.09548373378371,3.501560494182443,0.23624609242146768
1906,0.013605241510396262,0.0,0.0,1.7948247906504076,2.4539201671373085,0.0,4.445861830881187,2.3040357355310412,0.07650740096953158
1907,0.0,0.02332493740288157,0.0,1.6529200852504853,2.5110144970766926,0.8511340306275743,10.976061778840842,7.981764560334323,0.0
1908,0.0,0.006631446320326609,0.0,2.293266815510202,2.538342895422585,0.03186699107704223,3.996079576921106,5.384452077548962,0.23389905160687863
1909,0.0,0.05419070188800677,0.0,1.3280946238455504,1.7968768510348447,0.7714520622755994,15.355678003950878,2.6449259796086557,0.14560274669283907
1910,0.0,0.4452285651354738,0.3490963944755029,3.268013185329286,3.7579440492101313,0.32044018526961077,15.33966308187058,1.0154408356567453,0.0
1911,0.05391639273265286,0.7785717956379964,2.2096645501294194,1.8430944290787756,2.6771200642908104,5.719019668100088,23.65488917809926,7.586296778882002,2.1252868307833896
1912,0.0,0.19517269850148602,0.1239195905481052,0.6801181198704858,1.529780188752086,0.32711574788037395,12.369335033941061,6.750318773831102,0.089545807269537
1913,0.0,0.9497169057286216,1.6418496335657013,1.3914937965342615,2.038032769544767,12.042820771147799,18.67823505944671,4.9547571443753835,0.38356056065351074
1914,0.0,0.3026288660461325,0.6519798608942945,1.4166526128552739,2.5279314249047746,9.936248601645875,17.759140498160967,13.694460248802537,0.39763966041786614
1915,0.0,0.0,0.0,1.3569476252764439,2.547498479121542,0.27025546560021385,9.457085105547053,13.14558146969306,0.22370567153101092
1916,0.0,0.2008546223501516,2.2692637736603913,1.2222971347894986,2.0207207445438677,5.504289126983335,10.726648955946407,2.8381753898504183,0.22683660026136984
1917,0.0,0.8121550464182024,1.0518783292135647,3.4452621768869776,3.2492381386979026,0.8199381673907408,17.87181893366168,4.51611368996496,0.6444879334281539
1918,0.0,0.524998087939672,0.9357869158512738,2.118744917034792,2.4923530744838063,8.058369316815858,29.86406373282903,9.660052771294932,1.0962050076738268
1919,0.02695819636632643,0.28357732890184034,0.37220880564686637,2.4678032562437364,2.7485413021190133,1.425672666524944,4.9623666178300825,3.8524490333793,0.7100048134375366
1920,0.0,0.0067093989425175094,0.0,2.33646398368909,3.074122360098913,0.23299269065530806,5.049647275934613,4.342529378858593,0.0
1921,0.0,0.2077108448723081,0.9362181010113678,1.8095212856433025,2.214044155770946,2.252019560947616,11.65035620359042,13.751763821229549,0.30153092791562597
1922,0.040563437876722695,0.17011059979452647,0.07791865391660374,3.0224101381148936,3.7401814329160006,0.9121984059998977,16.205015578109066,3.6969484979885143,0.0
1923,0.0,0.0,0.12266540488335109,1.597199047573627,2.167985777384482,0.4737561670982987,14.612227337957057,3.7327078561278855,0.46082164748269755
1924,0.06726934758858304,0.0,0.0,3.2573231645308462,4.390801974536924,0.21245965990540772,24.830644532700262,14.139657639646826,0.37068893612230863
1925,0.01335295485593017,0.42492256342884993,0.41723888994268915,2.7654416373059174,2.962327831484695,5.863383686397099,28.900264706333516,23.87271721849938,0.5569751522496292
1926,0.05391639273265286,0.9004961300483522,0.6790139703530098,2.4366780120471128,3.5184908004309974,3.049661570119671,8.222480786871662,7.431005837732893,0.8694095215261195
1927,0.0,0.007538494130506155,0.0,2.0949321063711834,3.0187613618371083,0.034402477646772754,11.21703241255227,9.256220893087136,0.0
1928,0.1894600900480852,0.02178638720352982,0.0,3.069852037792861,3.747690606763133,0.0,11.20069813805692,3.4112849181248746,0.22705071799523546
1929,0.0,0.22344048083292226,0.0846275673741152,2.951576254732731,3.0896659305862144,0.297745813579526,12.217653797856746,2.4611487867543564,0.12466371996205125
1930,0.0,2.302156327637528,3.039251575138342,2.1882239439174396,3.1784441242817287,16.14285327265864,31.57336104195912,18.415192623218207,1.7793395822528417
1931,0.0,3.5657530679643017,5.587260325913993,4.241129188468443,3.346124339302515,7.023586586299267,10.873971230304731,16.102232852951246,0.8795800579032824
1932,0.0,0.45317116585963513,0.5368761714895266,3.8209044846291205,4.662049277949643,2.8813965812687843,14.09680698577965,15.323150757562841,0.27083412307081495
1933,0.0,2.1123470113662615,1.8021106144449712,4.632669744586341,4.7090581865631425,5.372753013606093,16.675392326805373,8.778888601069255,0.5801289243285533
1934,0.0,4.559049703604096,6.875516092607898,3.2883131301595747,3.751047608621639,18.902446912955604,40.382387410325165,9.87620577111917,0.5110241576397949
1935,0.05416867938711895,1.379538299419694,0.4411040488912164,2.6539982930916244,3.2880056713370163,2.7377359420962257,14.320660527419758,7.719637473979216,0.0646712285761993
1936,0.0,9.782229945315798,13.271339991162321,3.7580437167679466,4.419024986274915,25.560501024435318,33.54785852039618,13.931044285087447,1.5880533148806324
1937,0.0,2.072588279097082,0.7342051853576356,4.594837049602721,4.412468516144906,1.2777539209098987,24.4300331473441,4.981375620470015,0.37043800166371177
1938,0.05391639273265286,1.051457228926199,0.33877731700541686,2.9754578974599846,3.2004706705144663,2.6655306572889526,15.072674767001185,8.432892663820065,0.16858479978380733
1939,0.09447983060937556,1.0602988778351092,0.8740764143493336,3.664428841094626,3.6050010866032802,3.9303197804373404,22.853433736101692,7.209723294309592,0.06602796771263979
1940,0.0,1.5226116972966204,1.992589924664303,4.273977926852312,4.342842131418015,3.4181858452660445,9.38222939287946,9.731595874932596,0.752672214356489
1941,0.11450926289327082,1.0409529945613722,1.6386460787265582,1.6713717502394967,2.3800056227651463,4.842103055575434,7.409052875980437,11.90996884304923,0.3855639008032828
1942,0.02695819636632643,0.32983795969116525,0.06171826192897589,4.139006997431376,4.06870504552807,0.8910496995954901,7.729078933133285,13.16338686315418,0.1984766865970631
1943,0.0,0.3019967207595673,0.0,2.990428658349185,3.611629482070037,3.14809478073976,28.409079032045135,14.323679484460165,0.24442174884063833
1944,0.0,0.09259496050363812,0.10405512397312204,2.7860742813896757,4.20467639935221,2.953394351218835,21.293313860298632,14.2793044073733,0.7413756751284568
1945,0.0,0.007774979134293857,0.12438850037214319,3.026485336524745,3.7866374184250575,1.0481225669534475,9.316032415685948,6.472456404493468,0.20295552277656773
1946,0.0,0.21487069632286251,0.06195507631868079,2.05026665618701,3.2161448637395327,1.5882727758339656,17.10449531455422,3.14944141085602,0.0
1947,0.0,1.5387550524304985,2.7414442541963333,2.698627211043319,3.8705071551287733,6.197472264657745,21.950935741254685,4.784444243024974,0.07918199552105554
1948,0.0,0.09200258151830014,0.5820642690235797,3.4354728571189592,4.275673943567742,0.33100850291499795,19.649853156090167,9.703278360436556,0.828013721555036
1949,0.0,0.448503393695232,0.11699095597026854,2.9217947376186943,3.702347593033914,0.09528530857520298,8.248885380842841,5.981555778184234,1.2874872728727675
1950,0.0,0.0,0.0,3.712438241640569,3.449583448496242,0.0,7.1140684376784655,7.374168159271606,0.0
1951,0.0,0.0,0.0,3.370659089290925,4.082231595486589,0.47982660090335655,26.72222501834051,17.375036940937743,0.046168011664735636
1952,0.0,0.540925845657683,0.1246300337172199,3.152829011754232,4.1939902460411815,7.827632592832893,29.171562166167263,23.007770180356555,0.7537688539780857
1953,0.0,0.28579401269725846,0.621050358633526,3.4518569059471016,4.464552717690416,8.339242478781083,29.36337603171931,12.19238501796198,1.7902226735063635
1954,0.0,1.3665354802466108,0.8209060888909989,2.746765428210497,3.290916872008435,14.06809058229896,42.168719205151234,32.79112594042852,0.8167962624079771
1955,0.0,1.369490444058237,2.0534401485894493,2.779443255011323,2.5738596388234223,1.5787564460845251,10.017227783168277,5.6963740433136225,1.5334042280037259
1956,0.0,0.4018313307461024,0.3383123766265976,2.8363239962315494,3.9930366467541494,2.340391121240907,31.34990911557294,11.925408321231622,0.06335337316111583
1957,0.0,0.277070797162718,0.2783265741323397,3.6683192913877156,4.1386593829791005,0.6616157950064898,18.131060714763603,10.35554529673214,0.5563642544471686
1958,0.0,0.05608792501671836,0.0,3.5835345779819407,4.545633549247777,0.0,12.776447449810576,7.960993151828018,0.0
1959,0.0,0.21892856670176808,0.014496248750634648,4.318506460046713,3.960556140609846,0.0,6.295683651627185,6.498430328285854,0.2174274060000669
1960,0.05416867938711895,0.28476036275686206,0.0,4.935416741140897,5.087532091725523,0.18606752474849378,13.774368102468559,5.179753754374652,0.0
1961,0.06752163424304912,0.12020833218465261,0.0,4.53725343216868,3.5687879493408294,0.0,2.5451496240262714,5.829960138393672,0.05019934535270009
1962,0.0,0.0,0.0,3.4246412751452127,4.714405989456719,1.0145585300998414,21.917018112684342,9.571697443424489,0.03165724471987939
1963,0.0,0.3496663263127462,0.23185200872142842,2.1117924921984046,3.0838506745673464,0.8387703600793235,23.752285026557487,9.355856981325113,0.3158422212176469
1964,0.0,0.6376740421946434,0.21536356444935328,2.367837331147457,2.852111193463779,1.8859172694767568,21.46554281856956,5.702624666230339,0.164288481226048
1965,0.0,0.23374251021214404,0.1519596628152888,1.7066372015481637,2.97397704436019,0.22886549841436238,11.021259943104114,2.0125139861836803,0.017185361496380197
1966,0.0,0.7117565117758614,0.6741449224813588,3.239146029632802,3.7500343665224984,3.859070666024191,12.636841375426242,6.370696028875252,0.7274095539530762
1967,0.0,0.07538034853486991,0.03073836429194959,3.4303958550642872,2.9717383923690797,0.0,10.765705612824727,1.7172075056967202,0.0
1968,0.0,0.01507698826101231,0.0,2.0822435485893385,2.7420162649618143,0.21171443094812858,3.7391779697248615,13.44765471714685,0.37696246682959583
1969,0.0,0.09803725777661904,0.0,3.5831732416848454,4.154832824440879,1.1085933914126074,25.968490668086943,8.275965877811165,0.13313500610816326
1970,0.0,0.3520973169022705,0.1856143316650398,4.149947397198542,4.199830118267375,1.5713479392706335,16.271112432592755,8.269279316062093,0.013154027808415744
1971,0.0,0.04532737578097576,0.061319525619213236,3.633502838916693,3.4400736293697847,0.43043305310931607,10.671389836937513,2.3721057026913597,0.013154027808415744
1972,0.0,0.0,0.0,3.665510565505266,3.431381236095477,0.17286260852063556,8.74188765564189,7.0440115881951195,0.09772409615387623
1973,0.0,0.35002756884858977,0.0,3.744101950354718,4.459102488829591,0.01167910961297613,3.974623018693717,2.5051204215256044,0.293471469167019
1974,0.0,1.2256411226298711,0.6596719701828184,3.2075807678501898,4.016683042276274,1.896420939718691,10.90007264794699,1.8727712137547623,0.06067877860959188
1975,0.01335295485593017,0.25676981588831604,0.05895585226920508,2.7814591127697357,3.277375675189273,0.31626541153410004,2.1425710987241415,4.082303851304923,0.4473796776046872
1976,0.0,0.4464646754461698,0.5013744322544756,1.968501471857284,2.899136969835243,0.4813087566059545,5.479909862427966,4.835861372624021,0.0
1977,0.0,0.30975245652347827,0.8165175121705902,3.358372931843846,3.904451595405825,1.9518978950066894,18.060869432397137,17.91854070234011,0.6819974843816917
1978,0.0,0.13924716826113875,0.0,3.7703508722560755,4.192525276192011,1.4576293222272814,27.281683500526483,7.800436184591161,0.1115096921536355
1979,0.02695819636632643,0.05842321459089672,0.0,3.998346137648574,4.652162643065775,0.023507265017408085,4.834619489625357,8.474244092052652,0.017185361496380197
1980,0.0,1.089648600605118,0.7879476299139355,3.797723990600149,4.7742412082550985,12.50718019347319,45.368121221621585,26.551424162514564,0.7895219480985602
1981,0.0,0.37844310588656815,0.07744974409256575,4.716637129635011,4.837440688145007,0.28610791885899,12.961287771427633,18.65188471943269,0.12000081808274327
1982,0.0,0.014941617944168095,0.0,2.2475401265770794,2.981057880002385,0.3338653215019934,13.89807250866861,4.440212315295557,0.013154027808415744
1983,0.0,0.6595075977578387,1.3755213535663198,2.2013606658154448,3.1872357797487116,9.470633867292356,15.540866414641135,19.95746092863192,0.9752416900339492
1984,0.0,0.05395421688421907,0.09317650730078379,2.345932683162893,2.102426030798985,0.7235771400773363,14.235955202198356,4.1379242692092815,0.0
1985,0.0,0.22232930762185157,0.045745246420309325,4.489232324193368,4.431246197741464,0.22051549959063177,17.219342508183914,7.43404672442513,0.10952138482585147
1986,0.0,0.0,0.0,2.708219402034013,3.176058470352794,1.8623690494064642,15.070296553085837,19.05461120191796,0.28276908648896676
1987,0.0,0.321250585027007,0.7722210171008469,2.2322858491576523,3.0031128508237455,2.4648216262182965,12.893764934976092,20.233145938017564,0.6175567927806023
1988,0.0,2.683749374889938,5.7023876898056445,3.2315494083392022,3.4797891131506056,11.899145148025724,15.38471213024458,10.942545510597279,1.571692769321708
1989,0.0,0.5723063741834639,0.6287059310871426,3.6068168526083575,3.950419299552113,0.5431091191283138,9.23324613808701,8.952408368962443,0.033013983856319894
1990,0.0,0.44265359106116225,0.2746619958666435,3.3356904857333993,3.7352368364663437,2.356500879377184,23.080956232867777,21.451537524213318,0.11594964461178306
1991,0.0,0.32240004671521644,0.06290705283287219,2.21318036525103,2.8515721679222756,2.1692878880007047,9.653017595497763,7.846848377094308,0.9300195000470629
1992,0.040563437876722695,0.0,0.0,2.3457956165793967,3.259035071189934,0.0,4.547024463064133,8.121591895474758,0.12535000718579117
1993,0.0,0.0,0.0,2.397399465315155,3.632410395932455,0.680049826573313,17.03832646027299,23.34223309893391,0.7098386214282951
1994,0.02695819636632643,0.0,0.0,4.954114229501754,5.8383216079297,0.0,11.804360831624587,3.4306308763797975,0.1634743954129592
1995,0.0,0.46475544865291524,1.037840583833892,4.302395336832913,5.785979622295327,1.6121607118181414,18.158764346637135,15.389206006431285,0.5811975881324011
1996,0.0,0.0,0.0,5.162205742008183,4.734551081419667,0.06867673560988477,15.976146457394348,7.30084439154266,0.0
1997,0.0,0.054424853940057,0.062433424053462395,2.9009327906420554,3.8907014064202166,1.19915985667779,11.870497434806616,9.20406580100476,0.6799470127534727
1998,0.02695819636632643,0.07774979134293857,0.0,4.346742020624815,4.874574249405858,1.014142028727614,42.557776847208835,25.705354211096914,0.23953429389095063
1999,0.0,0.12559480696858563,0.3631560158816049,2.4607588243444227,3.252560387101772,4.593366284884551,22.833555295933355,20.99927685026701,1.4325929854983666
2000,0.0,0.03887489567146928,0.046943475234949246,4.299462536192173,4.59722424409961,2.184211839652587,38.403165356737304,17.500912194418056,0.0
2001,0.0,0.08445919028545608,0.027487182880472364,4.166094215829272,4.850626934477524,0.4574896923063422,23.13657426983435,5.976223461625569,0.5233437715011485
2002,0.06777392089751522,1.3084944472497884,0.09245662622092549,5.384811102856181,5.455444533035783,1.2328095106662416,9.759758825310199,13.386571686917511,1.429270544030075
2003,0.0,0.41663790539617956,0.23305967544681194,4.460932057410493,4.958946541001,1.739912952325131,16.31317375545514,2.7469129518985356,0.03033938930479594
2004,0.0,0.0,0.0,2.9782979385520605,3.7670339126527947,0.0,5.488848199268229,7.316183425334872,0.0
2005,0.0,0.34478604910188543,0.24973369621384958,3.8784692792735047,4.596305117215863,2.6745383771406224,20.043925910317697,12.190231619425322,0.5136710061358521
2006,0.02695819636632643,1.6821765632594456,0.6870701643995307,4.929135977341402,4.090569460988775,3.1981015320566124,30.584777019811465,20.53091474329127,0.7269685499766979
2007,0.0,0.4972338444415896,0.0,4.861347965318272,5.038472259825119,6.161179117016294,8.677412319262578,23.541780274570606,0.21634833531718323
2008,0.0,0.03887489567146928,0.0,4.5749584829143854,4.4775007189581,0.5475879005199606,17.785815370800954,10.004182446022376,0.21122209563529576
2009,0.0,0.0,0.0,4.407662694708717,5.013291054377031,0.27887233373189896,24.577269067765794,11.975190973576186,0.05019934535270009
2010,0.0,0.015549958268587714,0.0,3.8498261866583103,4.6988847872836335,3.2403804758861843,23.912104071839337,28.928275316910952,1.4156612846435612
2011,0.0,0.15312551054097517,0.6169506576182893,3.6784913658956735,5.468987949566976,6.3305857405902675,61.610001380840025,29.330999340397465,0.909757486917074
2012,0.0,2.012491693171541,2.594200522541038,3.7183361409882147,4.267217882607979,14.837513483212259,35.287004725923545,13.91032187199824,1.0415989231549814
2013,0.0,0.0,0.07792337287197555,4.040683197002048,4.107771440626095,0.31402457810487455,18.67072111677524,4.167929091045563,0.3035827002158365
2014,0.0,0.0,0.0,2.798858449541897,3.594085425644398,0.28967808649849747,10.944387300639825,10.89544638186916,0.017185361496380197
2015,0.121438026975702,0.0,0.0,3.900163252960046,4.534699894609074,0.08264804203956785,18.195769022895277,18.953979464193626,0.0
2016,0.0,0.05799419901751075,0.0,5.281723265235015,4.94005711330627,0.3324360896944342,19.14106748882104,22.26019597488864,0.611983853096226
2017,0.0,0.10082018203433347,0.015726763208218048,6.172745831823882,5.18832146439568,0.8324941913223729,11.936834320989693,10.35932556402328,0.1452099632336953
2018,0.0,0.04504387845825459,0.10818338942914353,5.61280357230831,4.996249610126562,0.7502375950694847,23.01588234005414,8.73291072550697,0.23753015125212726
2019,0.0,0.0,0.0,4.109224178512723,5.42121020554299,0.022421621988125806,19.393005938126787,21.837560456537,0.4178511656364476
2020,0.0,0.0,0.0,7.291599705720701,7.972457908973736,0.0,16.450046124221796,15.61236690973293,0.47513126141439527
2021,0.7565638717360804,0.5105061090240676,0.1591193018463969,6.427985234048514,4.8131192300421946,0.11241355981028586,8.265164368600502,6.777563299183354,0.14764577305301949
2022,0.08112687575344539,0.19671970258123833,0.08871848994398697,5.0855392412928415,4.226914892144008,3.013537953827401,38.55615354641874,14.955986023003042,0.3063390392277056
2023,0.0,0.3084094950887769,0.24732787463864386,4.6658951471402945,6.491173939344313,2.0454083070535174,44.01963902648164,21.90523379478541,0.20317526357040622
